Date,Cases,Deaths,Recovered,Country
5/31/20,1633,10,801,Sri Lanka
6/1/20,1643,11,811,Sri Lanka
6/2/20,1683,11,823,Sri Lanka
6/3/20,1749,11,836,Sri Lanka
6/4/20,1797,11,839,Sri Lanka
6/5/20,1801,11,858,Sri Lanka
6/6/20,1814,11,891,Sri Lanka
6/7/20,1835,11,941,Sri Lanka
6/8/20,1857,11,990,Sri Lanka
6/9/20,1859,11,1057,Sri Lanka
6/10/20,1869,11,1122,Sri Lanka
6/11/20,1877,11,1150,Sri Lanka
6/12/20,1880,11,1196,Sri Lanka
6/13/20,1884,11,1252,Sri Lanka
6/14/20,1889,11,1287,Sri Lanka
6/15/20,1905,11,1342,Sri Lanka
6/16/20,1915,11,1371,Sri Lanka
6/17/20,1924,11,1397,Sri Lanka
6/18/20,1947,11,1421,Sri Lanka
6/19/20,1950,11,1446,Sri Lanka
6/20/20,1950,11,1472,Sri Lanka
6/21/20,1950,11,1498,Sri Lanka
6/22/20,1951,11,1526,Sri Lanka
6/23/20,1991,11,1548,Sri Lanka
6/24/20,2001,11,1562,Sri Lanka
6/25/20,2010,11,1602,Sri Lanka
6/26/20,2014,11,1619,Sri Lanka
6/27/20,2033,11,1639,Sri Lanka
6/28/20,2037,11,1661,Sri Lanka
6/29/20,2039,11,1678,Sri Lanka
6/30/20,2047,11,1711,Sri Lanka
7/1/20,2054,11,1748,Sri Lanka
7/2/20,2066,11,1827,Sri Lanka
7/3/20,2069,11,1863,Sri Lanka
7/4/20,2074,11,1885,Sri Lanka
7/5/20,2076,11,1903,Sri Lanka
7/6/20,2077,11,1917,Sri Lanka
7/7/20,2081,11,1955,Sri Lanka
7/8/20,2094,11,1967,Sri Lanka
7/9/20,2154,11,1979,Sri Lanka
7/10/20,2454,11,1980,Sri Lanka
7/11/20,2511,11,1980,Sri Lanka
7/12/20,2617,11,1981,Sri Lanka
7/13/20,2646,11,1981,Sri Lanka
7/14/20,2665,11,1988,Sri Lanka
7/15/20,2671,11,2001,Sri Lanka
7/16/20,2687,11,2007,Sri Lanka
7/17/20,2697,11,2012,Sri Lanka
7/18/20,2703,11,2023,Sri Lanka
7/19/20,2724,11,2035,Sri Lanka
7/20/20,2730,11,2041,Sri Lanka
7/21/20,2730,11,2048,Sri Lanka
7/22/20,2752,11,2064,Sri Lanka
7/23/20,2753,11,2077,Sri Lanka
7/24/20,2764,11,2094,Sri Lanka
7/25/20,2770,11,2103,Sri Lanka
7/26/20,2782,11,2106,Sri Lanka
7/27/20,2805,11,2121,Sri Lanka
7/28/20,2810,11,2296,Sri Lanka
7/29/20,2810,11,2317,Sri Lanka
7/30/20,2814,11,2333,Sri Lanka
7/31/20,2815,11,2391,Sri Lanka
8/1/20,2815,11,2439,Sri Lanka
8/2/20,2823,11,2514,Sri Lanka
8/3/20,2828,11,2517,Sri Lanka
8/4/20,2834,11,2524,Sri Lanka
8/5/20,2839,11,2537,Sri Lanka
8/6/20,2839,11,2541,Sri Lanka
8/7/20,2839,11,2564,Sri Lanka
8/8/20,2841,11,2576,Sri Lanka
8/9/20,2844,11,2579,Sri Lanka
8/10/20,2871,11,2593,Sri Lanka
8/11/20,2880,11,2622,Sri Lanka
8/12/20,2881,11,2638,Sri Lanka
8/13/20,2882,11,2646,Sri Lanka
8/14/20,2886,11,2658,Sri Lanka
8/15/20,2890,11,2666,Sri Lanka
8/16/20,2893,11,2670,Sri Lanka
8/17/20,2900,11,2676,Sri Lanka
8/18/20,2902,11,2755,Sri Lanka
8/19/20,2902,11,2760,Sri Lanka
8/20/20,2918,11,2765,Sri Lanka
8/21/20,2941,11,2789,Sri Lanka
8/22/20,2947,12,2798,Sri Lanka
8/23/20,2953,12,2805,Sri Lanka
8/24/20,2959,12,2811,Sri Lanka
8/25/20,2971,12,2816,Sri Lanka
8/26/20,2984,12,2819,Sri Lanka
8/27/20,2986,12,2830,Sri Lanka
8/28/20,2989,12,2842,Sri Lanka
8/29/20,2995,12,2849,Sri Lanka
8/30/20,3012,12,2860,Sri Lanka
8/31/20,3049,12,2868,Sri Lanka
9/1/20,3092,12,2879,Sri Lanka
9/2/20,3101,12,2883,Sri Lanka
9/3/20,3111,12,2883,Sri Lanka
9/4/20,3115,12,2907,Sri Lanka
9/5/20,3121,12,2918,Sri Lanka
9/6/20,3123,12,2925,Sri Lanka
9/7/20,3123,12,2926,Sri Lanka
9/8/20,3140,12,2935,Sri Lanka
9/9/20,3147,12,2946,Sri Lanka
9/10/20,3155,12,2955,Sri Lanka
9/11/20,3169,12,2969,Sri Lanka
9/12/20,3195,12,2983,Sri Lanka
9/13/20,3234,12,2996,Sri Lanka
9/14/20,3262,13,3005,Sri Lanka
9/15/20,3271,13,3016,Sri Lanka
9/16/20,3271,13,3021,Sri Lanka
9/17/20,3276,13,3043,Sri Lanka
9/18/20,3281,13,3060,Sri Lanka
9/19/20,3283,13,3070,Sri Lanka
9/20/20,3287,13,3088,Sri Lanka
9/21/20,3299,13,3100,Sri Lanka
9/22/20,3313,13,3118,Sri Lanka
9/23/20,3324,13,3129,Sri Lanka
9/24/20,3333,13,3142,Sri Lanka
9/25/20,3345,13,3158,Sri Lanka
9/26/20,3349,13,3186,Sri Lanka
9/27/20,3360,13,3208,Sri Lanka
9/28/20,3363,13,3210,Sri Lanka
9/29/20,3374,13,3230,Sri Lanka
9/30/20,3380,13,3230,Sri Lanka
10/1/20,3382,13,3233,Sri Lanka
10/2/20,3388,13,3245,Sri Lanka
10/3/20,3395,13,3254,Sri Lanka
10/4/20,3402,13,3258,Sri Lanka
10/5/20,3513,13,3259,Sri Lanka
10/6/20,4252,13,3266,Sri Lanka
10/7/20,4459,13,3274,Sri Lanka
10/8/20,4488,13,3278,Sri Lanka
10/9/20,4523,13,3296,Sri Lanka
10/10/20,4628,13,3306,Sri Lanka
10/11/20,4752,13,3307,Sri Lanka
10/12/20,4844,13,3317,Sri Lanka
10/13/20,5038,13,3328,Sri Lanka
10/14/20,5170,13,3357,Sri Lanka
10/15/20,5244,13,3380,Sri Lanka
10/16/20,5354,13,3385,Sri Lanka
10/17/20,5475,13,3395,Sri Lanka
10/18/20,5538,13,3403,Sri Lanka
10/19/20,5625,13,3440,Sri Lanka
10/20/20,5811,13,3457,Sri Lanka
10/21/20,5978,13,3501,Sri Lanka
10/22/20,6287,14,3561,Sri Lanka
10/23/20,7153,14,3644,Sri Lanka
10/24/20,7521,15,3714,Sri Lanka
10/25/20,7872,16,3803,Sri Lanka
10/26/20,8413,16,3933,Sri Lanka
10/27/20,8870,19,4043,Sri Lanka
10/28/20,9205,19,4075,Sri Lanka
10/29/20,9791,19,4142,Sri Lanka
10/30/20,10424,19,4282,Sri Lanka
10/31/20,10663,20,4399,Sri Lanka
11/1/20,11060,21,4905,Sri Lanka
11/2/20,11335,21,5249,Sri Lanka
11/3/20,11744,23,5581,Sri Lanka
11/4/20,12187,24,5858,Sri Lanka
11/5/20,12570,29,6623,Sri Lanka
11/6/20,12970,30,7186,Sri Lanka
11/7/20,13419,34,7723,Sri Lanka
11/8/20,13929,35,8285,Sri Lanka
11/9/20,14285,36,8880,Sri Lanka
11/10/20,14715,41,9537,Sri Lanka
11/11/20,15350,46,10183,Sri Lanka
11/12/20,15723,48,10653,Sri Lanka
11/13/20,16191,53,11031,Sri Lanka
11/14/20,16583,53,11324,Sri Lanka
11/15/20,17287,58,11495,Sri Lanka
11/16/20,17674,61,11806,Sri Lanka
11/17/20,18075,66,12210,Sri Lanka
11/18/20,18402,69,12587,Sri Lanka
11/19/20,18841,73,12903,Sri Lanka
11/20/20,19280,74,13271,Sri Lanka
11/21/20,19771,83,13590,Sri Lanka
11/22/20,20171,87,14069,Sri Lanka
11/23/20,20508,90,14497,Sri Lanka
11/24/20,20967,94,14962,Sri Lanka
11/25/20,21469,96,15447,Sri Lanka
11/26/20,22028,99,15816,Sri Lanka
11/27/20,22501,107,16226,Sri Lanka
11/28/20,22988,109,16656,Sri Lanka
11/29/20,23484,116,17002,Sri Lanka
11/30/20,23987,118,17560,Sri Lanka
12/1/20,24532,122,17817,Sri Lanka
12/2/20,25410,124,18304,Sri Lanka
12/3/20,26038,129,19032,Sri Lanka
12/4/20,26559,130,19438,Sri Lanka
12/5/20,27228,137,20090,Sri Lanka
12/6/20,27877,140,20460,Sri Lanka
12/7/20,28580,142,20804,Sri Lanka
12/8/20,29378,142,21258,Sri Lanka
12/9/20,30072,144,21800,Sri Lanka
12/10/20,30613,146,22261,Sri Lanka
12/11/20,31375,147,22831,Sri Lanka
12/12/20,32135,149,23304,Sri Lanka
12/13/20,32790,152,23793,Sri Lanka
12/14/20,33478,154,24309,Sri Lanka
12/15/20,34121,154,24867,Sri Lanka
12/16/20,34737,160,25652,Sri Lanka
12/17/20,35387,160,26353,Sri Lanka
12/18/20,36049,165,27061,Sri Lanka
12/19/20,36667,171,27552,Sri Lanka
12/20/20,37261,176,28267,Sri Lanka
12/21/20,37631,181,28682,Sri Lanka
12/22/20,38059,183,29300,Sri Lanka
12/23/20,38639,184,29882,Sri Lanka
12/24/20,39231,185,30568,Sri Lanka
12/25/20,39782,186,31339,Sri Lanka
12/26/20,40380,187,32051,Sri Lanka
12/27/20,41054,191,32701,Sri Lanka
12/28/20,41603,194,33221,Sri Lanka
12/29/20,42056,195,33925,Sri Lanka
12/30/20,42702,199,34623,Sri Lanka
12/31/20,43299,204,35329,Sri Lanka
1/1/21,43856,208,36155,Sri Lanka
1/2/21,44371,211,36717,Sri Lanka
1/3/21,44774,211,37252,Sri Lanka
1/4/21,45242,215,37817,Sri Lanka
1/5/21,45726,217,38262,Sri Lanka
1/6/21,46248,219,39023,Sri Lanka
1/7/21,46780,222,39661,Sri Lanka
1/8/21,47305,225,40317,Sri Lanka
1/9/21,47840,229,40838,Sri Lanka
1/10/21,48380,232,41325,Sri Lanka
1/11/21,48949,240,42091,Sri Lanka
1/12/21,49537,244,42621,Sri Lanka
1/13/21,50229,247,43267,Sri Lanka
1/14/21,50899,251,43747,Sri Lanka
1/15/21,51594,255,44259,Sri Lanka
1/16/21,52313,256,44746,Sri Lanka
1/17/21,53062,264,45171,Sri Lanka
1/18/21,53750,270,45820,Sri Lanka
1/19/21,54419,273,46594,Sri Lanka
1/20/21,55189,274,47215,Sri Lanka
1/21/21,56076,276,47984,Sri Lanka
1/22/21,56863,278,48617,Sri Lanka
1/23/21,57587,280,49261,Sri Lanka
1/24/21,58430,283,49684,Sri Lanka
1/25/21,59167,287,50337,Sri Lanka
1/26/21,59922,288,51046,Sri Lanka
1/27/21,60694,290,52566,Sri Lanka
1/28/21,61586,297,54435,Sri Lanka
1/29/21,62445,305,55398,Sri Lanka
1/30/21,63293,313,56277,Sri Lanka
1/31/21,64157,316,57159,Sri Lanka
2/1/21,64983,323,58075,Sri Lanka
2/2/21,65698,330,59043,Sri Lanka
2/3/21,66409,332,59883,Sri Lanka
2/4/21,67115,339,60567,Sri Lanka
2/5/21,67850,343,61461,Sri Lanka
2/6/21,68576,351,62594,Sri Lanka
2/7/21,69348,356,63401,Sri Lanka
2/8/21,70235,365,64141,Sri Lanka
2/9/21,71211,370,65053,Sri Lanka
2/10/21,72174,375,65644,Sri Lanka
2/11/21,73116,379,66211,Sri Lanka
2/12/21,74056,384,66984,Sri Lanka
2/13/21,74852,390,67831,Sri Lanka
2/14/21,75654,397,68696,Sri Lanka
2/15/21,76428,403,69411,Sri Lanka
2/16/21,77184,409,70429,Sri Lanka
2/17/21,77906,422,71176,Sri Lanka
2/18/21,78420,430,71823,Sri Lanka
2/19/21,78937,433,72566,Sri Lanka
2/20/21,79480,435,73456,Sri Lanka
2/21/21,79999,445,74299,Sri Lanka
2/22/21,80517,450,75110,Sri Lanka
2/23/21,81009,453,75842,Sri Lanka
2/24/21,81467,457,76514,Sri Lanka
2/25/21,81933,459,76961,Sri Lanka
2/26/21,82430,464,77625,Sri Lanka
2/27/21,82890,464,78373,Sri Lanka
2/28/21,83094,464,78947,Sri Lanka
3/1/21,83552,476,79422,Sri Lanka
3/2/21,83870,483,80020,Sri Lanka
3/3/21,84226,484,80437,Sri Lanka
3/4/21,84610,489,80836,Sri Lanka
3/5/21,84960,493,81321,Sri Lanka
3/6/21,85150,493,81769,Sri Lanka
3/7/21,85695,502,82059,Sri Lanka
3/8/21,86039,507,82513,Sri Lanka
3/9/21,86343,511,82753,Sri Lanka
3/10/21,86685,511,83210,Sri Lanka
3/11/21,86989,520,83561,Sri Lanka
3/12/21,87286,525,83958,Sri Lanka
3/13/21,87600,526,84253,Sri Lanka
3/14/21,87907,527,84648,Sri Lanka
3/15/21,88238,532,84969,Sri Lanka
3/16/21,88392,532,84969,Sri Lanka
3/17/21,88862,537,85725,Sri Lanka
3/18/21,89024,537,85944,Sri Lanka
3/19/21,89497,544,86227,Sri Lanka
3/20/21,89655,544,86466,Sri Lanka
3/21/21,90200,546,86759,Sri Lanka
3/22/21,90514,551,87058,Sri Lanka
3/23/21,90765,552,87306,Sri Lanka
3/24/21,91018,552,87630,Sri Lanka
3/25/21,91289,554,87881,Sri Lanka
3/26/21,91561,557,88145,Sri Lanka
3/27/21,91839,558,88388,Sri Lanka
3/28/21,92088,561,88623,Sri Lanka
3/29/21,92303,566,88914,Sri Lanka
3/30/21,92442,566,89090,Sri Lanka
3/31/21,92706,568,89251,Sri Lanka
4/1/21,92917,571,89407,Sri Lanka
4/2/21,93128,571,89701,Sri Lanka
4/3/21,93295,575,90021,Sri Lanka
4/4/21,93436,581,90208,Sri Lanka
4/5/21,93595,581,90563,Sri Lanka
4/6/21,93690,586,90708,Sri Lanka
4/7/21,93910,588,90917,Sri Lanka
4/8/21,94253,591,91044,Sri Lanka
4/9/21,94564,593,91272,Sri Lanka
4/10/21,94848,595,91456,Sri Lanka
4/11/21,95131,598,91631,Sri Lanka
4/12/21,95394,598,91775,Sri Lanka
4/13/21,95620,602,91926,Sri Lanka
4/14/21,95719,602,92151,Sri Lanka
4/15/21,95949,608,92308,Sri Lanka
4/16/21,96186,615,92611,Sri Lanka
4/17/21,96354,615,92832,Sri Lanka
4/18/21,96796,618,93113,Sri Lanka
4/19/21,97105,620,93374,Sri Lanka
4/20/21,97472,620,93547,Sri Lanka
4/21/21,98050,630,93668,Sri Lanka
4/22/21,98722,634,93884,Sri Lanka
4/23/21,99518,634,94036,Sri Lanka
4/24/21,100586,638,94155,Sri Lanka
4/25/21,101379,642,94311,Sri Lanka
4/26/21,102376,647,94577,Sri Lanka
4/27/21,103487,647,94856,Sri Lanka
4/28/21,104953,661,95083,Sri Lanka
4/29/21,106484,661,95445,Sri Lanka
4/30/21,108146,678,95975,Sri Lanka
5/1/21,109862,687,96478,Sri Lanka
5/2/21,111753,696,97848,Sri Lanka
5/3/21,113676,709,98209,Sri Lanka
5/4/21,115590,709,99153,Sri Lanka
5/5/21,117529,734,100075,Sri Lanka
5/6/21,119424,745,100885,Sri Lanka
5/7/21,121338,764,101763,Sri Lanka
5/8/21,123234,786,103098,Sri Lanka
5/9/21,125906,801,104463,Sri Lanka
5/10/21,128530,827,105611,Sri Lanka
5/11/21,131098,850,106641,Sri Lanka
5/12/21,133527,850,107657,Sri Lanka
5/13/21,135796,892,108802,Sri Lanka
5/14/21,138085,923,110108,Sri Lanka
5/15/21,140471,941,117220,Sri Lanka
5/16/21,142746,962,118322,Sri Lanka
5/17/21,145202,981,119629,Sri Lanka
5/18/21,147720,1015,121145,Sri Lanka
5/19/21,151343,1051,122367,Sri Lanka
5/20/21,154786,1051,123532,Sri Lanka
5/21/21,158333,1133,125360,Sri Lanka
5/22/21,161242,1178,126995,Sri Lanka
5/23/21,164201,1210,128607,Sri Lanka
5/24/21,167172,1243,139947,Sri Lanka
5/25/21,169900,1269,141175,Sri Lanka
5/26/21,172277,1298,142378,Sri Lanka
5/27/21,174861,1298,143789,Sri Lanka
5/28/21,177711,1363,146362,Sri Lanka
5/29/21,180593,1363,148391,Sri Lanka
5/30/21,183452,1441,149825,Sri Lanka
5/31/21,186364,1441,151740,Sri Lanka
6/1/21,189241,1484,153371,Sri Lanka
6/2/21,192547,1566,160714,Sri Lanka
6/3/21,195844,1608,162397,Sri Lanka
6/4/21,199254,1656,164281,Sri Lanka
6/5/21,202357,1656,166132,Sri Lanka
6/6/21,205333,1696,167304,Sri Lanka
6/7/21,207979,1789,176045,Sri Lanka
6/8/21,210661,1844,178259,Sri Lanka
6/9/21,213396,1910,180427,Sri Lanka
6/10/21,216134,1910,182238,Sri Lanka
6/11/21,218366,2011,184090,Sri Lanka
6/12/21,221277,2073,186516,Sri Lanka
6/13/21,223638,2136,188547,Sri Lanka
6/14/21,225922,2260,190464,Sri Lanka
6/15/21,228256,2315,192478,Sri Lanka
6/16/21,230692,2374,194145,Sri Lanka
6/17/21,233064,2425,195434,Sri Lanka
6/18/21,235413,2480,197259,Sri Lanka
6/19/21,237661,2534,199393,Sri Lanka
6/20/21,239689,2581,201389,Sri Lanka
6/21/21,241820,2633,201389,Sri Lanka
6/22/21,243913,2704,209296,Sri Lanka
6/23/21,246109,2769,211186,Sri Lanka
6/24/21,248050,2814,212825,Sri Lanka
6/25/21,249926,2862,214668,Sri Lanka
6/26/21,251751,2905,214668,Sri Lanka
6/27/21,253618,2944,218998,Sri Lanka
6/28/21,255508,2985,221249,Sri Lanka
6/29/21,257225,3030,223471,Sri Lanka
6/30/21,259089,3077,225952,Sri Lanka
7/1/21,260972,3120,227840,Sri Lanka
7/2/21,262795,3157,229541,Sri Lanka
7/3/21,264057,3191,231394,Sri Lanka
7/4/21,265630,3236,233317,Sri Lanka
7/5/21,266499,3268,234942,Sri Lanka
7/6/21,267433,3313,236659,Sri Lanka
7/7/21,268676,3351,238131,Sri Lanka
7/8/21,269946,3391,239584,Sri Lanka
7/9/21,271483,3434,241035,Sri Lanka
7/10/21,273031,3467,242839,Sri Lanka
7/11/21,274538,3502,244437,Sri Lanka
7/12/21,276106,3533,246241,Sri Lanka
7/13/21,277519,3574,247569,Sri Lanka
7/14/21,279059,3611,253014,Sri Lanka
7/15/21,280543,3661,253953,Sri Lanka
7/16/21,282060,3702,254871,Sri Lanka
7/17/21,283512,3733,255833,Sri Lanka
7/18/21,284932,3779,256676,Sri Lanka
7/19/21,286419,3827,261848,Sri Lanka
7/20/21,287973,3870,262828,Sri Lanka
7/21/21,289577,3917,263758,Sri Lanka
7/22/21,291298,3959,264755,Sri Lanka
7/23/21,292608,4002,265708,Sri Lanka
7/24/21,294850,4054,266665,Sri Lanka
7/25/21,296516,4099,267602,Sri Lanka
7/26/21,298181,4147,269007,Sri Lanka
7/27/21,299892,4195,270356,Sri Lanka
7/28/21,301832,4258,271855,Sri Lanka
7/29/21,304202,4324,273496,Sri Lanka
7/30/21,306662,4380,275212,Sri Lanka
7/31/21,308812,4436,277118,Sri Lanka
8/1/21,311349,4503,278910,Sri Lanka
8/2/21,313769,4571,280868,Sri Lanka
8/3/21,316219,4645,282770,Sri Lanka
8/4/21,318775,4727,284524,Sri Lanka
8/5/21,321429,4821,0,Sri Lanka
8/6/21,324223,4919,0,Sri Lanka
8/7/21,326043,5017,0,Sri Lanka
8/8/21,329994,5111,0,Sri Lanka
8/9/21,332947,5222,0,Sri Lanka
8/10/21,335851,5340,0,Sri Lanka
8/11/21,342079,5464,0,Sri Lanka
8/12/21,345118,5620,0,Sri Lanka
8/13/21,348270,5776,0,Sri Lanka
8/14/21,351533,5936,0,Sri Lanka
8/15/21,354968,6096,0,Sri Lanka
8/16/21,358608,6263,0,Sri Lanka
8/17/21,365683,6434,0,Sri Lanka
8/18/21,369359,6604,0,Sri Lanka
8/19/21,373165,6790,0,Sri Lanka
8/20/21,381812,6985,0,Sri Lanka
8/21/21,385696,7183,0,Sri Lanka
8/22/21,390000,7366,0,Sri Lanka
8/23/21,394355,7560,0,Sri Lanka
8/24/21,398801,7750,0,Sri Lanka
8/25/21,407768,7948,0,Sri Lanka
8/26/21,412370,8157,0,Sri Lanka
8/27/21,416961,8371,0,Sri Lanka
8/28/21,421557,8583,0,Sri Lanka
8/29/21,426169,8775,0,Sri Lanka
8/30/21,436081,8991,0,Sri Lanka
8/31/21,440302,9185,0,Sri Lanka
9/1/21,444130,9400,0,Sri Lanka
9/2/21,447757,9604,0,Sri Lanka
9/3/21,451401,9806,0,Sri Lanka
9/4/21,451401,9806,0,Sri Lanka
9/5/21,462767,10140,0,Sri Lanka
9/6/21,465949,10320,0,Sri Lanka
9/7/21,471863,10504,0,Sri Lanka
9/8/21,474780,10689,0,Sri Lanka
9/9/21,477636,10864,0,Sri Lanka
9/10/21,480478,10995,0,Sri Lanka
9/11/21,483280,11152,0,Sri Lanka
9/12/21,485922,11296,0,Sri Lanka
9/13/21,488482,11431,0,Sri Lanka
9/14/21,490957,11567,0,Sri Lanka
9/15/21,496423,11699,0,Sri Lanka
9/16/21,498694,11817,0,Sri Lanka
9/17/21,500772,11938,0,Sri Lanka
9/18/21,502758,12022,0,Sri Lanka
9/19/21,504491,12125,0,Sri Lanka
9/20/21,506009,12218,0,Sri Lanka
9/21/21,507330,12284,0,Sri Lanka
9/22/21,508672,12376,0,Sri Lanka
9/23/21,510040,12448,0,Sri Lanka
9/24/21,511372,12530,0,Sri Lanka
9/25/21,512531,12609,0,Sri Lanka
9/26/21,513609,12680,0,Sri Lanka
9/27/21,514592,12731,0,Sri Lanka
9/28/21,515524,12786,0,Sri Lanka
9/29/21,516465,12847,0,Sri Lanka
9/30/21,517377,12906,0,Sri Lanka
10/1/21,518775,12964,0,Sri Lanka
10/2/21,519630,13019,0,Sri Lanka
10/3/21,520432,13059,0,Sri Lanka
10/4/21,521218,13102,0,Sri Lanka
10/5/21,522002,13142,0,Sri Lanka
10/6/21,522778,13185,0,Sri Lanka
10/7/21,523550,13229,0,Sri Lanka
10/8/21,524937,13267,0,Sri Lanka
10/9/21,525663,13296,0,Sri Lanka
10/10/21,526383,13331,0,Sri Lanka
10/11/21,527064,13354,0,Sri Lanka
10/12/21,527735,13377,0,Sri Lanka
10/13/21,528415,13408,0,Sri Lanka
10/14/21,529755,13429,0,Sri Lanka
10/15/21,530421,13449,0,Sri Lanka
10/16/21,531070,13472,0,Sri Lanka
10/17/21,531648,13484,0,Sri Lanka
10/18/21,532218,13507,0,Sri Lanka
10/19/21,532766,13525,0,Sri Lanka
10/20/21,533305,13543,0,Sri Lanka
10/21/21,533860,13562,0,Sri Lanka
10/22/21,534975,13574,0,Sri Lanka
10/23/21,535529,13593,0,Sri Lanka
10/24/21,536084,13611,0,Sri Lanka
